,light,91,pP3_L_VPA3.d,6.414,55602920,3135902,0,0,0,0,0,0,0,0,0,0,58738818,100.00,0.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,91,pP3_L_VPA4.d,6.433,37017930,2197203,0,0,0,0,0,0,0,0,0,0,39215131,100.00,0.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,91,pP4_L_C4.d,6.416,57774940,3271601,0,0,0,2766,0,0,0,0,0,0,61049311,99.99,0.00,0,0,0,0.01,0,0,0,0,0,0,100.00,99.99, 0.01, 0.00
,light,91,pP4_L_C5.d,6.431,27843510,1661938,0,0,0,18008,0,0,0,0,0,0,29523460,99.93,0.00,0,0,0,0.07,0,0,0,0,0,0,100.00,99.93, 0.07, 0.03
,light,91,pP4_L_VPA5.d,6.433,45484680,2636702,0,0,0,4484,0,0,0,0,0,0,48125866,99.99,0.00,0,0,0,0.01,0,0.00,0,0,0,0,100.00,99.99, 0.01, 0.00
,heavy,91,pP1_H_C1.d,6.413,58678220,3358733,0,0,0,0,0,0,0,0,0,0,62036953,100.00,0.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,91,pP1_H_VPA1.d,6.432,70180640,3944901,0,0,0,13913,0,3742,0,0,0,0,74143196,99.97,0.00,0,0,0,0.02,0,0.01,0,0,0,0,100.00,99.97, 0.03, 0.01
,heavy,91,pP1_H_VPA2.d,6.412,60783840,3452246,0,0,0,0,0,0,0,0,0,0,64236086,100.00,0.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,91,pP2_H_C2.d,6.428,42864060,2470816,0,0,0,8521,0,0,0,0,0,0,45343401,99.98,0.00,0,0,0,0.02,0,0,0,0,0,0,100.00,99.98, 0.02, 0.01
,heavy,91,pP2_H_C3.d,6.410,53459510,3035434,0,0,0,0,0,0,0,0,0,0,56494946,100.00,0.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,91,pP2_H_VPA3.d,6.447,45555220,2671986,0,0,0,0,0,0,0,0,0,0,48227202,100.00,0.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,91,pP3_H_C4.d,6.434,44264810,2589437,0,0,0,12443,0,0,0,0,0,0,46866691,99.97,0.00,0,0,0,0.03,0,0,0,0,0,0,100.00,99.97, 0.03, 0.01
,heavy,91,pP3_H_VPA4.d,6.449,29700070,0,0,0,0,23368,0,0,0,0,0,0,29723434,99.92,0,0,0,0,0.08,0,0,0,0,0,0,100.00,99.92, 0.08, 0.04
,heavy,91,pP4_H_C5.d,6.435,52148120,2935139,0,0,0,0,0,0,0,0,0,0,55083263,100.00,0.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,91,pP4_H_VPA5.d,6.415,40701190,2373135,0,0,0,0,0,0,0,0,0,0,43074323,100.00,0.00,0,0,0,0.00,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,solv,91,psol2.d,6.593,37414,0,0,0,0,0,0,0,0,0,0,0,37414,100.00,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,solv,91,psol3.d,6.115,3872,0,0,0,0,0,0,851,0,0,0,0,4723,80.92,0,0,0,0,0,0,19.08,0,0,0,0,100.00,80.92, 19.08, 12.14
,Summary Statistics, %labeled,,%fraction
,Sample Groups, Mean, Std.Dev., Mean, Std.Dev.
,mix,0.20,0.271,0.03,0.041
,light,0.03,0.034,0.01,0.015
,heavy,0.02,0.026,0.01,0.012
,solv,9.54,,6.07

PC(34:2), Formula, C42H80NO8P
, Tgt RT, 7.700, minutes
, RT tolerance, 4.000, minutes
, m/z tolerance, 20.000, ppm
, Abundance metric, EicCoreArea, (20.0 % threshold)
,,,,, Ion Abundance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Corrected Abundance Percentages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Summary Statistics
,,,,,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,m+10,m+11,m+12,m+13,m+14,m+15,m+16,m+17,m+18,m+19,m+20,m+21,m+22,m+23,m+24,m+25,m+26,m+27,m+28,m+29,m+30,m+31,m+32,m+33,m+34,m+35,m+36,m+37,m+38,m+39,m+40,m+41,m+42,m+43,m+44,m+45,m+46,m+47,m+48,m+49,m+50,m+51,m+52,m+53,m+54,m+55,m+56,m+57,m+58,m+59,m+60,m+61,m+62,m+63,m+64,m+65,m+66,m+67,m+68,m+69,m+70,m+71,m+72,m+73,m+74,m+75,m+76,m+77,m+78,m+79,m+80,Abund,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,m+10,m+11,m+12,m+13,m+14,m+15,m+16,m+17,m+18,m+19,m+20,m+21,m+22,m+23,m+24,m+25,m+26,m+27,m+28,m+29,m+30,m+31,m+32,m+33,m+34,m+35,m+36,m+37,m+38,m+39,m+40,m+41,m+42,m+43,m+44,m+45,m+46,m+47,m+48,m+49,m+50,m+51,m+52,m+53,m+54,m+55,m+56,m+57,m+58,m+59,m+60,m+61,m+62,m+63,m+64,m+65,m+66,m+67,m+68,m+69,m+70,m+71,m+72,m+73,m+74,m+75,m+76,m+77,m+78,m+79,m+80,Abund,%, %, % Fractional
,SampleGroups, Cpd. Group, File Name, RT,758.56943,759.57571,760.58198,761.58826,762.59454,763.60082,764.60709,765.61337,766.61965,767.62592,768.63220,769.63848,770.64475,771.65103,772.65731,773.66358,774.66986,775.67614,776.68241,777.68869,778.69497,779.70124,780.70752,781.71380,782.72007,783.72635,784.73263,785.73890,786.74518,787.75146,788.75773,789.76401,790.77029,791.77656,792.78284,793.78912,794.79539,795.80167,796.80795,797.81422,798.82050,799.82678,800.83305,801.83933,802.84561,803.85189,804.85816,805.86444,806.87072,807.87699,808.88327,809.88955,810.89582,811.90210,812.90838,813.91465,814.92093,815.92721,816.93348,817.93976,818.94604,819.95231,820.95859,821.96487,822.97114,823.97742,824.98370,825.98997,826.99625,828.00253,829.00880,830.01508,831.02136,832.02763,833.03391,834.04019,835.04646,836.05274,837.05902,838.06529,839.07157,Sum,758.56943,759.57571,760.58198,761.58826,762.59454,763.60082,764.60709,765.61337,766.61965,767.62592,768.63220,769.63848,770.64475,771.65103,772.65731,773.66358,774.66986,775.67614,776.68241,777.68869,778.69497,779.70124,780.70752,781.71380,782.72007,783.72635,784.73263,785.73890,786.74518,787.75146,788.75773,789.76401,790.77029,791.77656,792.78284,793.78912,794.79539,795.80167,796.80795,797.81422,798.82050,799.82678,800.83305,801.83933,802.84561,803.85189,804.85816,805.86444,806.87072,807.87699,808.88327,809.88955,810.89582,811.90210,812.90838,813.91465,814.92093,815.92721,816.93348,817.93976,818.94604,819.95231,820.95859,821.96487,822.97114,823.97742,824.98370,825.98997,826.99625,828.00253,829.00880,830.01508,831.02136,832.02763,833.03391,834.04019,835.04646,836.05274,837.05902,838.06529,839.07157,Sum, Unlabeled, Labeled, Labeling
,mix,99,pmix1.d,7.051,11168440,5229579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15096,0,0,0,0,14495,10440,0,0,7687,0,0,0,0,105123,33878,0,21917,0,0,0,16606656,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0.00,0,0,0,0,0.00,0.00,0,0.00,0,0,0,100.00,100.00, 0.00, 0.00
,mix,99,pmix2.d,6.883,35853000,16882560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52735558,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,99,pmix3.d,7.198,34301660,16208370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50517598,99.98,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,99.98, 0.02, 0.01
,mix,99,pmix4.d,7.214,39618800,18920050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58538858,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,99,pmix5.d,7.216,38618840,18427310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57046150,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,99,pP1_L_C1.d,7.207,43167000,19631070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62798078,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,99,pP1_L_VPA1.d,7.173,28206210,12614190,34164220,14614850,3673349,721425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93994244,0.00,0.00,100.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,0.00, 100.00, 2.50
,light,99,pP2_L_C2.d,7.192,30847080,13739720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44586800,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,99,pP2_L_VPA2.d,7.159,32385290,14552520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46937806,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,99,pP3_L_C3.d,7.191,0,0,53193280,23488990,5904211,1142263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23940,0,0,0,0,0,83752677,0,0,100.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,100.00,0.00, 100.00, 2.50
,light,99,pP3_L_VPA3.d,7.175,23887280,10726770,28913450,12385910,3108599,611844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79633855,0.00,0.00,100.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,0.00, 100.00, 2.50
,light,99,pP3_L_VPA4.d,7.178,29761460,13436670,43792240,19132580,4759190,895277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111777413,0.00,0.00,100.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,0.00, 100.00, 2.50
,light,99,pP4_L_C4.d,6.863,20900750,9362253,19544550,8139775,2109519,431108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10554,0,0,0,0,0,29948,12327,0,0,0,14270,0,60555055,100.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0.00,0.00,0,0,0,0.00,0,100.00,100.00, 0.00, 0.00
,light,99,pP4_L_C5.d,6.878,31247090,13929150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18642,0,0,0,0,0,45194882,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,99,pP4_L_VPA5.d,7.178,33070970,14986360,43841990,18982440,4732226,910676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12528,0,0,0,0,0,116537187,0.00,0.00,100.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,100.00,0.00, 100.00, 2.50
,heavy,99,pP1_H_C1.d,7.174,22599870,11989810,23037040,12683850,4293747,1156824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9742,0,0,0,0,0,75770869,0.00,0.00,100.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,100.00,0.00, 100.00, 2.50
,heavy,99,pP1_H_VPA1.d,6.895,14629430,7393001,12964290,6531076,2022003,488783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13830,0,0,0,0,0,0,44042417,100.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,99,pP1_H_VPA2.d,6.875,11406490,5727790,9660148,4929197,1525676,385156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15582,10936,0,0,0,0,0,33660973,100.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,99,pP2_H_C2.d,7.173,29807720,15977150,30382900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19246,0,0,0,0,0,76189594,100.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,99,pP2_H_C3.d,6.874,16389570,8761151,13815070,7476256,2561438,692205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10522,0,0,0,0,29162,4864,0,0,0,14887,0,49755119,100.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0.00,0,100.00,100.00, 0.00, 0.00
,heavy,99,pP2_H_VPA3.d,7.175,29296120,14931070,35332040,18504360,5673707,1320999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10853,0,0,0,0,0,105069148,0.00,0.00,100.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,100.00,0.00, 100.00, 2.50
,heavy,99,pP3_H_C4.d,7.195,30423880,16324300,39618740,22563880,7652454,1993923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6654,0,0,0,0,0,118583831,0.00,0.00,100.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,100.00,0.00, 100.00, 2.50
,heavy,99,pP3_H_VPA4.d,6.880,29791320,15098290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44889611,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,99,pP4_H_C5.d,7.196,30568310,16509980,41106870,23488420,8052515,2081518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6701,0,0,0,0,0,121822961,0.00,0.00,100.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,100.00,0.00, 100.00, 2.50
,heavy,99,pP4_H_VPA5.d,7.177,29404330,14940130,36318780,19030320,5771721,1362890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15634,0,0,0,0,0,106846109,0.00,0.00,100.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,100.00,0.00, 100.00, 2.50
,solv,99,psol2.d,7.553,13551,0,17721,12034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9726,5738,9748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5365,0,0,0,0,0,0,9762,0,0,0,88813,22211,0,0,0,0,0,194668,0.00,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,100.00,0.00,0,0,0,0,0,100.00,0.00, 100.00, 92.50
