Xanthurenic Acid, Formula, C10H7NO4
, Tgt RT, 1.030, minutes
, RT tolerance, 4.000, minutes
, m/z tolerance, 20.000, ppm
, Abundance metric, EicCoreArea, (20.0 % threshold)
,,,,, Ion Abundance,,,,,,,,, Corrected Abundance Percentages,,,,,,,,, Summary Statistics
,,,,,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,Abund,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,Abund,%, %, % Fractional
,SampleGroups, Cpd. Group, File Name, RT,204.03023,205.03651,206.04278,207.04906,208.05534,209.06162,210.06789,211.07417,Sum,204.03023,205.03651,206.04278,207.04906,208.05534,209.06162,210.06789,211.07417,Sum, Unlabeled, Labeled, Labeling
,mix,3,nmix1.d,1.883,6701,6694,0,0,0,0,0,0,13395,52.95,47.05,0,0,0,0,0,0,100.00,52.95, 47.05, 6.72
,SampleGroups, Cpd. Group, File Name, RT,188.05645,189.06272,190.06900,191.07528,192.08155,193.08783,194.09411,195.10038,196.10666,197.11294,198.11921,199.12549,Sum,188.05645,189.06272,190.06900,191.07528,192.08155,193.08783,194.09411,195.10038,196.10666,197.11294,198.11921,199.12549,Sum, Unlabeled, Labeled, Labeling
,mix,100,nmix1.d,7.064,2233568,216408,0,0,0,4288,0,0,0,0,2605,0,2456869,98.36,1.32,0,0,0,0.20,0,0,0,0,0.13,0,100.00,98.36, 1.64, 0.32
,mix,100,nmix2.d,7.015,2083665,185643,0,0,0,4963,0,0,0,0,0,0,2274271,99.20,0.56,0,0,0,0.25,0,0,0,0,0,0,100.00,99.20, 0.80, 0.16
,mix,100,nmix3.d,7.015,1752776,149824,0,0,0,2104,0,0,0,0,0,0,1904703,99.68,0.20,0,0,0,0.12,0,0,0,0,0,0,100.00,99.68, 0.32, 0.07
,mix,100,nmix4.d,6.998,1290745,0,0,0,0,0,0,0,0,0,0,0,1290745,100.00,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,100,nmix5.d,7.031,1073577,0,0,0,0,36,0,0,0,0,0,0,1073613,100.00,0,0,0,0,0.00,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,100,rnmix1.d,7.067,2321155,220932,0,0,0,2953,0,0,0,0,0,0,2545041,98.71,1.16,0,0,0,0.13,0,0,0,0,0,0,100.00,98.71, 1.29, 0.16
,light,100,nP1_L_C1.d,7.040,2374610,221049,0,0,0,1268,0,0,0,0,3724,0,2600651,98.82,0.95,0,0,0,0.06,0,0,0,0,0.17,0,100.00,98.82, 1.18, 0.27
,light,100,nP1_L_VPA1.d,7.061,2590366,256219,0,0,0,0,0,0,0,0,2214,0,2848799,98.39,1.52,0,0,0,0,0,0,0,0,0.09,0,100.00,98.39, 1.61, 0.22
,light,100,nP2_L_C2.d,7.044,2166199,202826,0,0,0,3484,0,0,0,0,1691,0,2374200,98.75,1.00,0,0,0,0.17,0,0,0,0,0.09,0,100.00,98.75, 1.25, 0.24
,light,100,nP2_L_VPA2.d,7.008,2794456,239679,0,0,0,3618,0,0,0,0,0,0,3037752,99.64,0.23,0,0,0,0.13,0,0,0,0,0,0,100.00,99.64, 0.36, 0.08
,light,100,nP3_L_C3.d,7.027,2136791,195117,0,0,0,3563,0,0,0,0,0,0,2335470,99.05,0.78,0,0,0,0.17,0,0,0,0,0,0,100.00,99.05, 0.95, 0.15
,light,100,nP3_L_VPA3.d,7.012,2884121,267968,0,0,0,0,0,0,0,0,2650,0,3154739,98.97,0.93,0,0,0,0,0,0,0,0,0.10,0,100.00,98.97, 1.03, 0.18
,light,100,nP3_L_VPA4.d,7.025,2437488,222640,0,0,0,2669,0,0,0,0,0,0,2662797,99.11,0.78,0,0,0,0.11,0,0,0,0,0,0,100.00,99.11, 0.89, 0.12
,light,100,nP4_L_C4.d,7.011,2432060,226531,0,0,0,4402,0,0,0,0,0,0,2662993,98.86,0.96,0,0,0,0.19,0,0,0,0,0,0,100.00,98.86, 1.14, 0.17
,light,100,nP4_L_C5.d,7.024,2130104,183618,0,0,0,1386,0,0,0,0,0,0,2315108,99.66,0.27,0,0,0,0.07,0,0,0,0,0,0,100.00,99.66, 0.34, 0.06
,light,100,nP4_L_VPA5.d,7.017,2593159,253648,0,0,0,989,0,0,0,0,0,0,2847795,98.55,1.41,0,0,0,0.04,0,0,0,0,0,0,100.00,98.55, 1.45, 0.15
,heavy,100,nP1_H_C1.d,7.007,2398021,228448,0,0,0,0,0,0,0,0,2027,0,2628496,98.74,1.16,0,0,0,0,0,0,0,0,0.09,0,100.00,98.74, 1.26, 0.19
,heavy,100,nP1_H_VPA1.d,7.040,2448310,236783,0,0,0,3539,0,0,0,0,0,0,2688632,98.55,1.31,0,0,0,0.15,0,0,0,0,0,0,100.00,98.55, 1.45, 0.19
,heavy,100,nP1_H_VPA2.d,7.022,2216446,208239,0,0,0,0,0,0,0,0,0,0,2424685,98.96,1.04,0,0,0,0,0,0,0,0,0,0,100.00,98.96, 1.04, 0.09
,heavy,100,nP2_H_C2.d,7.026,2218672,209865,0,0,0,2776,0,0,0,0,2065,0,2433378,98.67,1.10,0,0,0,0.13,0,0,0,0,0.10,0,100.00,98.67, 1.33, 0.25
,heavy,100,nP2_H_C3.d,7.024,2046215,158387,0,0,0,3731,0,0,0,0,0,0,2208333,99.81,0.00,0,0,0,0.19,0,0,0,0,0,0,100.00,99.81, 0.19, 0.09
,heavy,100,nP2_H_VPA3.d,7.045,2186260,215295,0,0,0,0,0,0,0,0,2092,0,2403646,98.42,1.48,0,0,0,0,0,0,0,0,0.10,0,100.00,98.42, 1.58, 0.23
,heavy,100,nP3_H_C4.d,7.014,2171840,220587,0,0,0,5070,0,0,0,0,1954,0,2399451,97.89,1.77,0,0,0,0.24,0,0,0,0,0.10,0,100.00,97.89, 2.11, 0.36
,heavy,100,nP3_H_VPA4.d,7.063,2105140,214034,0,0,0,0,0,0,0,0,0,0,2319174,98.21,1.79,0,0,0,0,0,0,0,0,0,0,100.00,98.21, 1.79, 0.16
,heavy,100,nP4_H_C5.d,7.064,2124859,204833,0,0,0,0,0,0,0,0,0,0,2329692,98.72,1.28,0,0,0,0,0,0,0,0,0,0,100.00,98.72, 1.28, 0.12
,heavy,100,nP4_H_VPA5.d,7.027,2163318,195316,0,0,0,4134,0,0,0,0,0,0,2362768,99.13,0.67,0,0,0,0.20,0,0,0,0,0,0,100.00,99.13, 0.87, 0.15
,solv,100,sol1.d,6.963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,NaN, NaN, 0.00
,solv,100,sol2.d,7.340,43171,0,0,0,0,0,0,0,0,0,0,0,43171,100.00,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,Summary Statistics, %labeled,,%fraction
,Sample Groups, Mean, Std.Dev., Mean, Std.Dev.
,mix,0.68,0.687,0.12,0.124
,light,1.02,0.416,0.16,0.068
,heavy,1.29,0.525,0.18,0.082
,solv,NaN,,0.00

Threonine, Formula, C4H9NO3
, Tgt RT, 7.750, minutes
, RT tolerance, 4.000, minutes
, m/z tolerance, 20.000, ppm
, Abundance metric, EicCoreArea, (20.0 % threshold)
,,,,, Ion Abundance,,,,,,,,,,, Corrected Abundance Percentages,,,,,,,,,,, Summary Statistics
,,,,,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,Abund,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,Abund,%, %, % Fractional
,SampleGroups, Cpd. Group, File Name, RT,118.05097,119.05724,120.06352,121.06980,122.07607,123.08235,124.08863,125.09490,126.10118,127.10746,Sum,118.05097,119.05724,120.06352,121.06980,122.07607,123.08235,124.08863,125.09490,126.10118,127.10746,Sum, Unlabeled, Labeled, Labeling
,mix,101,nmix1.d,6.898,22657740,1030159,0,0,0,0,0,0,0,0,23687903,100.00,0.00,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,101,nmix2.d,6.883,19994180,920032,0,0,0,0,0,0,0,0,20914212,100.00,0.00,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,101,nmix3.d,6.883,16131030,787290,0,0,0,0,0,0,0,0,16918315,100.00,0.00,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,101,nmix4.d,6.882,12656790,643470,0,0,0,1466,0,783,0,0,13302510,99.83,0.15,0,0,0,0.01,0,0.01,0,0,100.00,99.83, 0.17, 0.03
,mix,101,nmix5.d,6.899,11592280,0,0,0,0,175,0,0,0,0,11592452,100.00,0,0,0,0,0.00,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,101,rnmix1.d,6.885,22838250,1044035,0,0,0,0,0,0,0,0,23882281,100.00,0.00,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,101,nP1_L_C1.d,6.891,25544670,1152960,0,0,0,0,0,0,0,0,26697626,100.00,0.00,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,101,nP1_L_VPA1.d,6.895,27251040,1239585,0,0,0,0,0,0,0,0,28490627,100.00,0.00,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,101,nP2_L_C2.d,6.895,22707650,1027857,0,0,0,0,0,0,0,0,23735505,100.00,0.00,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,101,nP2_L_VPA2.d,6.876,26028410,1265266,0,0,0,0,0,0,0,0,27293678,100.00,0.00,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,101,nP3_L_C3.d,6.894,19166510,974665,0,0,0,0,0,0,0,0,20141177,99.85,0.15,0,0,0,0,0,0,0,0,100.00,99.85, 0.15, 0.02
,light,101,nP3_L_VPA3.d,6.880,27450080,1271809,0,0,0,0,0,0,0,0,28721887,100.00,0.00,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,101,nP3_L_VPA4.d,6.893,23780810,1152705,0,0,0,0,0,0,0,0,24933515,100.00,0.00,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,101,nP4_L_C4.d,6.895,23810830,1110031,0,0,0,0,0,0,0,0,24920857,100.00,0.00,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,101,nP4_L_C5.d,6.892,18085350,883596,0,0,0,0,0,0,0,0,18968942,100.00,0.00,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,101,nP4_L_VPA5.d,6.884,26524510,1210119,0,0,0,0,0,0,0,0,27734633,100.00,0.00,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,101,nP1_H_C1.d,6.891,22867380,1102913,0,0,0,0,0,0,0,0,23970291,100.00,0.00,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,101,nP1_H_VPA1.d,6.907,24032440,1131581,0,0,0,0,0,0,0,0,25164021,100.00,0.00,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,101,nP1_H_VPA2.d,6.890,21184100,1079005,0,0,0,0,0,0,0,0,22263103,99.84,0.16,0,0,0,0,0,0,0,0,100.00,99.84, 0.16, 0.02
,heavy,101,nP2_H_C2.d,6.894,21697740,1033448,0,0,0,0,0,0,0,0,22731186,100.00,0.00,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,101,nP2_H_C3.d,6.892,18695720,916742,0,0,0,0,0,0,0,0,19612458,100.00,0.00,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,101,nP2_H_VPA3.d,6.879,23717750,1109093,0,0,0,2985,0,0,0,0,24829832,99.99,0.00,0,0,0,0.01,0,0,0,0,100.00,99.99, 0.01, 0.01
,heavy,101,nP3_H_C4.d,6.898,21153400,1000673,0,0,0,0,0,0,0,0,22154075,100.00,0.00,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,101,nP3_H_VPA4.d,6.881,22559740,1057172,0,0,0,0,0,0,0,0,23616910,100.00,0.00,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,101,nP4_H_C5.d,6.898,20344130,968529,0,0,0,0,0,0,0,0,21312657,100.00,0.00,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,101,nP4_H_VPA5.d,6.878,19888170,1003730,0,0,0,0,0,0,0,0,20891898,99.88,0.12,0,0,0,0,0,0,0,0,100.00,99.88, 0.12, 0.01
,solv,101,sol1.d,7.592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,NaN, NaN, 0.00
,solv,101,sol2.d,7.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,NaN, NaN, 0.00
,Summary Statistics, %labeled,,%fraction
,Sample Groups, Mean, Std.Dev., Mean, Std.Dev.
,mix,0.03,0.070,0.00,0.012
,light,0.02,0.049,0.00,0.005
,heavy,0.03,0.059,0.00,0.007
,solv,NaN,,0.00

N-Acetylaspartic Acid, Formula, C6H9NO5
, Tgt RT, 7.820, minutes
, RT tolerance, 4.000, minutes
, m/z tolerance, 20.000, ppm
, Abundance metric, EicCoreArea, (20.0 % threshold)
,,,,, Ion Abundance,,,,,,,,,,, Corrected Abundance Percentages,,,,,,,,,,, Summary Statistics
,,,,,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,Abund,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,Abund,%, %, % Fractional
,SampleGroups, Cpd. Group, File Name, RT,174.04080,175.04707,176.05335,177.05963,178.06590,179.07218,180.07846,181.08473,182.09101,183.09729,Sum,174.04080,175.04707,176.05335,177.05963,178.06590,179.07218,180.07846,181.08473,182.09101,183.09729,Sum, Unlabeled, Labeled, Labeling
,mix,103,nmix1.d,7.014,26588790,0,0,0,0,0,0,0,0,1823,26590613,99.99,0,0,0,0,0,0,0,0,0.01,100.00,99.99, 0.01, 0.01
,mix,103,nmix2.d,6.966,23631550,0,0,0,0,0,0,0,0,0,23631548,100.00,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,103,nmix3.d,6.982,15709620,0,0,0,0,0,0,0,0,2440,15712063,99.98,0,0,0,0,0,0,0,0,0.02,100.00,99.98, 0.02, 0.02
,mix,103,nmix4.d,6.965,10649080,0,0,0,0,0,0,0,0,1334,10650416,99.99,0,0,0,0,0,0,0,0,0.01,100.00,99.99, 0.01, 0.01
,mix,103,nmix5.d,6.998,8394018,0,0,0,1251,0,0,0,0,0,8395269,99.98,0,0,0,0.02,0,0,0,0,0,100.00,99.98, 0.02, 0.01
,mix,103,rnmix1.d,7.001,26207650,0,0,0,0,0,0,0,0,3313,26210967,99.99,0,0,0,0,0,0,0,0,0.01,100.00,99.99, 0.01, 0.01
,light,103,nP1_L_C1.d,6.990,28843420,0,0,0,0,0,0,0,0,800,28844224,100.00,0,0,0,0,0,0,0,0,0.00,100.00,100.00, 0.00, 0.00
,light,103,nP1_L_VPA1.d,7.011,30363830,0,0,0,0,0,0,0,0,3702,30367530,99.99,0,0,0,0,0,0,0,0,0.01,100.00,99.99, 0.01, 0.01
,light,103,nP2_L_C2.d,6.995,24166400,0,0,0,0,0,0,0,0,829,24167225,100.00,0,0,0,0,0,0,0,0,0.00,100.00,100.00, 0.00, 0.00
,light,103,nP2_L_VPA2.d,6.975,34191000,0,0,0,0,0,0,0,0,2065,34193065,99.99,0,0,0,0,0,0,0,0,0.01,100.00,99.99, 0.01, 0.01
,light,103,nP3_L_C3.d,6.977,24964040,0,0,0,0,0,0,0,0,0,24964042,100.00,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,103,nP3_L_VPA3.d,6.963,34403520,0,0,0,0,0,0,0,0,0,34403524,100.00,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,103,nP3_L_VPA4.d,6.975,30236080,0,0,0,0,0,0,0,0,2230,30238312,99.99,0,0,0,0,0,0,0,0,0.01,100.00,99.99, 0.01, 0.01
,light,103,nP4_L_C4.d,6.978,28799430,0,0,0,0,0,0,0,0,4525,28803955,99.98,0,0,0,0,0,0,0,0,0.02,100.00,99.98, 0.02, 0.02
,light,103,nP4_L_C5.d,6.974,26310910,0,0,0,0,0,0,0,0,922,26311832,100.00,0,0,0,0,0,0,0,0,0.00,100.00,100.00, 0.00, 0.00
,light,103,nP4_L_VPA5.d,6.984,30365950,0,0,0,0,0,0,0,0,1361,30367313,100.00,0,0,0,0,0,0,0,0,0.00,100.00,100.00, 0.00, 0.00
,heavy,103,nP1_H_C1.d,6.974,23839520,0,0,0,0,19236,0,0,0,2388,23861139,99.90,0,0,0,0,0.08,0,0,0,0.01,100.00,99.90, 0.10, 0.06
,heavy,103,nP1_H_VPA1.d,6.990,30596960,0,0,0,0,0,0,0,0,2941,30599903,99.99,0,0,0,0,0,0,0,0,0.01,100.00,99.99, 0.01, 0.01
,heavy,103,nP1_H_VPA2.d,6.989,30939460,1724451,0,0,0,14146,0,0,0,0,32678053,99.95,0.00,0,0,0,0.05,0,0,0,0,100.00,99.95, 0.05, 0.03
,heavy,103,nP2_H_C2.d,6.993,22400830,0,0,0,0,18717,0,0,0,0,22419547,99.91,0,0,0,0,0.09,0,0,0,0,100.00,99.91, 0.09, 0.05
,heavy,103,nP2_H_C3.d,6.974,21502580,0,0,0,4193,26526,0,0,0,0,21533296,99.86,0,0,0,0.01,0.13,0,0,0,0,100.00,99.86, 0.14, 0.08
,heavy,103,nP2_H_VPA3.d,6.978,27410140,0,0,0,0,24499,0,0,0,0,27434637,99.91,0,0,0,0,0.09,0,0,0,0,100.00,99.91, 0.09, 0.05
,heavy,103,nP3_H_C4.d,6.981,22464720,0,0,0,0,18616,0,0,0,0,22483334,99.91,0,0,0,0,0.09,0,0,0,0,100.00,99.91, 0.09, 0.05
,heavy,103,nP3_H_VPA4.d,6.997,24987710,0,0,0,0,29794,0,0,0,0,25017502,99.87,0,0,0,0,0.13,0,0,0,0,100.00,99.87, 0.13, 0.07
,heavy,103,nP4_H_C5.d,7.014,21319060,0,0,0,0,0,0,0,0,2000,21321062,99.99,0,0,0,0,0,0,0,0,0.01,100.00,99.99, 0.01, 0.01
,heavy,103,nP4_H_VPA5.d,6.977,26232290,0,0,0,0,0,0,0,0,3250,26235536,99.99,0,0,0,0,0,0,0,0,0.01,100.00,99.99, 0.01, 0.01
,solv,103,sol1.d,6.864,855745,58178,0,0,0,3113,0,2997,0,0,920033,99.26,0.00,0,0,0,0.38,0,0.37,0,0,100.00,99.26, 0.74, 0.49
,solv,103,sol2.d,7.075,266079,0,0,0,0,0,0,0,0,1233,267311,99.49,0,0,0,0,0,0,0,0,0.51,100.00,99.49, 0.51, 0.51
,Summary Statistics, %labeled,,%fraction
,Sample Groups, Mean, Std.Dev., Mean, Std.Dev.
,mix,0.01,0.006,0.01,0.006
,light,0.01,0.006,0.01,0.006
,heavy,0.07,0.048,0.04,0.025
,solv,0.63,,0.50

N-Carbamoyl-L-aspartic Acid, Formula, C5H8N2O5
, Tgt RT, 7.900, minutes
, RT tolerance, 4.000, minutes
, m/z tolerance, 20.000, ppm
, Abundance metric, EicCoreArea, (20.0 % threshold)
,,,,, Ion Abundance,,,,,,,,,, Corrected Abundance Percentages,,,,,,,,,, Summary Statistics
,,,,,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,Abund,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,Abund,%, %, % Fractional
,SampleGroups, Cpd. Group, File Name, RT,175.03604,176.04232,177.04860,178.05488,179.06115,180.06743,181.07371,182.07998,183.08626,Sum,175.03604,176.04232,177.04860,178.05488,179.06115,180.06743,181.07371,182.07998,183.08626,Sum, Unlabeled, Labeled, Labeling
,mix,104,nmix1.d,7.097,8321073,660505,0,0,0,0,16269,0,0,8997847,98.36,1.44,0,0,0,0.00,0.20,0,0,100.00,98.36, 1.64, 0.33
,mix,104,nmix2.d,7.065,6706151,533433,0,0,0,0,0,0,0,7239584,98.54,1.46,0,0,0,0.00,0.00,0,0,100.00,98.54, 1.46, 0.18
,mix,104,nmix3.d,7.065,4990220,391235,0,0,0,0,6003,0,0,5387457,98.53,1.34,0,0,0,0.00,0.13,0,0,100.00,98.53, 1.47, 0.26
,mix,104,nmix4.d,7.048,3528644,0,0,0,0,0,1322,0,0,3529966,99.96,0,0,0,0,0.00,0.04,0,0,100.00,99.96, 0.04, 0.03
,mix,104,nmix5.d,7.064,2943750,0,0,0,0,0,0,0,0,2943750,100.00,0,0,0,0,0.00,0.00,0,0,100.00,100.00, 0.00, 0.00
,mix,104,rnmix1.d,7.117,8871601,653815,0,0,10833,8125,26920,0,0,9571294,98.63,0.88,0,0,0.12,0.07,0.31,0,0,100.00,98.63, 1.37, 0.44
,light,104,nP1_L_C1.d,7.089,12375540,871643,0,0,0,9111,46169,0,0,13302459,99.01,0.55,0,0,0,0.05,0.39,0,0,100.00,99.01, 0.99, 0.39
,light,104,nP1_L_VPA1.d,7.127,11428650,827196,0,0,0,0,15522,0,0,12271368,99.11,0.75,0,0,0,0.00,0.14,0,0,100.00,99.11, 0.89, 0.20
,light,104,nP2_L_C2.d,7.094,13756990,931712,0,0,0,27670,43454,0,0,14759826,99.21,0.29,0,0,0,0.19,0.32,0,0,100.00,99.21, 0.79, 0.39
,light,104,nP2_L_VPA2.d,7.058,7730415,649817,0,0,0,11388,17969,0,0,8409590,97.74,1.89,0,0,0,0.14,0.23,0,0,100.00,97.74, 2.26, 0.49
,light,104,nP3_L_C3.d,7.076,11955310,804690,0,0,0,19937,30921,0,0,12810859,99.34,0.24,0,0,0,0.16,0.26,0,0,100.00,99.34, 0.66, 0.32
,light,104,nP3_L_VPA3.d,7.062,9382523,696505,0,0,0,6256,24643,0,0,10109927,98.75,0.93,0,0,0,0.05,0.27,0,0,100.00,98.75, 1.25, 0.35
,light,104,nP3_L_VPA4.d,7.058,8083451,616609,0,0,0,10936,17864,0,0,8728860,98.52,1.13,0,0,0,0.13,0.22,0,0,100.00,98.52, 1.48, 0.39
,light,104,nP4_L_C4.d,7.061,11457420,834044,0,0,0,10916,30426,0,0,12332808,98.86,0.79,0,0,0,0.08,0.27,0,0,100.00,98.86, 1.14, 0.35
,light,104,nP4_L_C5.d,7.057,11673340,788070,0,0,0,7407,32321,0,0,12501132,99.40,0.26,0,0,0,0.05,0.29,0,0,100.00,99.40, 0.60, 0.28
,light,104,nP4_L_VPA5.d,7.083,10635800,766594,0,0,0,13131,19282,0,0,11434807,98.98,0.72,0,0,0,0.12,0.18,0,0,100.00,98.98, 1.02, 0.30
,heavy,104,nP1_H_C1.d,7.073,10787240,794955,0,0,0,18140,53353,0,0,11653685,98.48,0.87,0,0,0,0.14,0.50,0,0,100.00,98.48, 1.52, 0.58
,heavy,104,nP1_H_VPA1.d,7.073,5057324,0,0,0,11649,6691,11422,0,0,5087086,99.43,0,0,0,0.23,0.11,0.23,0,0,100.00,99.43, 0.57, 0.36
,heavy,104,nP1_H_VPA2.d,7.039,0,0,0,0,0,518,7700,0,0,8219,0,0,0,0,0,0.66,99.34,0,0,100.00,0.00, 100.00, 74.92
,heavy,104,nP2_H_C2.d,7.076,9142892,686200,0,0,0,16126,45445,0,0,9890664,98.33,1.01,0,0,0,0.15,0.51,0,0,100.00,98.33, 1.67, 0.60
,heavy,104,nP2_H_C3.d,7.057,7326318,568696,0,0,0,17491,45289,0,0,7957793,97.91,1.26,0,0,0,0.21,0.62,0,0,100.00,97.91, 2.09, 0.76
,heavy,104,nP2_H_VPA3.d,7.078,6818607,0,0,0,0,14905,22527,0,0,6856038,99.46,0,0,0,0,0.21,0.33,0,0,100.00,99.46, 0.54, 0.38
,heavy,104,nP3_H_C4.d,7.080,12316090,895006,0,0,0,16170,51090,0,0,13278351,98.69,0.77,0,0,0,0.11,0.42,0,0,100.00,98.69, 1.31, 0.48
,heavy,104,nP3_H_VPA4.d,7.096,8943924,671759,0,0,0,5970,15094,0,0,9636747,98.75,1.02,0,0,0,0.06,0.17,0,0,100.00,98.75, 1.25, 0.29
,heavy,104,nP4_H_C5.d,7.113,12789540,897825,0,0,0,16469,50046,0,0,13753882,98.96,0.53,0,0,0,0.11,0.40,0,0,100.00,98.96, 1.04, 0.44
,heavy,104,nP4_H_VPA5.d,7.060,4291366,0,0,0,0,0,5701,0,0,4297067,99.86,0,0,0,0,0.00,0.14,0,0,100.00,99.86, 0.14, 0.11
,solv,104,sol1.d,7.278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,NaN, NaN, 0.00
,solv,104,sol2.d,7.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,NaN, NaN, 0.00
,Summary Statistics, %labeled,,%fraction
,Sample Groups, Mean, Std.Dev., Mean, Std.Dev.
,mix,1.00,0.761,0.21,0.173
,light,1.11,0.483,0.35,0.079
,heavy,11.01,31.272,7.89,23.551
,solv,NaN,,0.00

Glycine, Formula, C2H5NO2
, Tgt RT, 8.120, minutes
, RT tolerance, 4.000, minutes
, m/z tolerance, 20.000, ppm
, Abundance metric, EicCoreArea, (20.0 % threshold)
,,,,, Ion Abundance,,,,,,, Corrected Abundance Percentages,,,,,,, Summary Statistics
,,,,,m+0,m+1,m+2,m+3,m+4,m+5,Abund,m+0,m+1,m+2,m+3,m+4,m+5,Abund,%, %, % Fractional
,SampleGroups, Cpd. Group, File Name, RT,74.02475,75.03103,76.03731,77.04358,78.04986,79.05614,Sum,74.02475,75.03103,76.03731,77.04358,78.04986,79.05614,Sum, Unlabeled, Labeled, Labeling
,mix,106,nmix1.d,7.875,291563,19221,0,0,0,0,310784,96.17,3.83,0,0,0,0,100.00,96.17, 3.83, 0.77
,mix,106,nmix2.d,7.810,445314,25627,0,0,0,0,470940,96.96,3.04,0,0,0,0,100.00,96.96, 3.04, 0.61
,mix,106,nmix3.d,7.744,546904,29736,0,0,0,0,576641,97.26,2.74,0,0,0,0,100.00,97.26, 2.74, 0.55
,mix,106,nmix4.d,7.726,635277,35517,0,0,0,0,670793,97.12,2.88,0,0,0,0,100.00,97.12, 2.88, 0.58
,mix,106,nmix5.d,7.726,603746,31133,0,0,0,0,634879,97.53,2.47,0,0,0,0,100.00,97.53, 2.47, 0.49
,mix,106,rnmix1.d,7.928,258589,14344,0,0,0,0,272932,97.16,2.84,0,0,0,0,100.00,97.16, 2.84, 0.57
,light,106,nP1_L_C1.d,7.917,335107,10270,0,0,0,0,345377,99.58,0.42,0,0,0,0,100.00,99.58, 0.42, 0.08
,light,106,nP1_L_VPA1.d,7.938,326419,10340,0,0,0,0,336759,99.48,0.52,0,0,0,0,100.00,99.48, 0.52, 0.10
,light,106,nP2_L_C2.d,7.905,295568,5846,0,0,0,0,301414,100.00,0.00,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,106,nP2_L_VPA2.d,7.869,309158,8557,0,0,0,0,317715,99.88,0.12,0,0,0,0,100.00,99.88, 0.12, 0.02
,light,106,nP3_L_C3.d,7.838,304560,8567,0,0,0,0,313126,99.84,0.16,0,0,0,0,100.00,99.84, 0.16, 0.03
,light,106,nP3_L_VPA3.d,7.906,319295,8483,0,0,0,0,327777,99.99,0.01,0,0,0,0,100.00,99.99, 0.01, 0.00
,light,106,nP3_L_VPA4.d,7.869,308648,7118,0,0,0,0,315766,100.00,0.00,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,106,nP4_L_C4.d,7.855,340371,8313,0,0,0,0,348684,100.00,0.00,0,0,0,0,100.00,100.00, 0.00, 0.00
