ENTRY,FORMULA,mol_weight,exact_mass,pathway,name,reaction,enzyme,brite,dblinks
C00008,C10H15N5O10P2,427.2011,427.0294,Oxidative phosphorylation;Photosynthesis;Purine metabolism;Zeatin biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of antibiotics;FoxO signaling pathway;Neuroactive ligand-receptor interaction;Lysosome;AMPK signaling pathway;Platelet activation;Thermogenesis;Taste transduction;Renin secretion;Parkinson disease,ADP;Adenosine 5'-diphosphate,R00002 R00076 R00086 R00104 R00105 R00122 R00123 R00124;R00125 R00126 R00127 R00129 R00130 R00139 R00140 R00141;R00149 R00150 R00156 R00157 R00158 R00162 R00174 R00185;R00187 R00200 R00229 R00239 R00241 R00251 R00253 R00283;R00299 R00315 R00330 R00331 R00332 R00333 R00334 R00341;R00344 R00352 R00405 R00437 R00480 R00482 R00497 R00509;R00512 R00513 R00518 R00530 R00549 R00554 R00570 R00571;R00573 R00575 R00616 R00617 R00722 R00742 R00756 R00760;R00774 R00847 R00866 R00867 R00894 R00910 R00912 R00920;R00942 R00943 R00949 R00964 R01011 R01021 R01050 R01051;R01052 R01053 R01059 R01092 R01121 R01131 R01137 R01150;R01164 R01201 R01228 R01256 R01322 R01326 R01353 R01395;R01417 R01441 R01468 R01476 R01495 R01512 R01514 R01523;R01526 R01541 R01547 R01567 R01568 R01573 R01585 R01600;R01639 R01654 R01665 R01666 R01688 R01724 R01737 R01754;R01771 R01786 R01843 R01844 R01857 R01859 R01881 R01888;R01901 R01902 R01909 R01917 R01926 R01961 R01967 R01980;R01991 R02017 R02071 R02089 R02090 R02093 R02094 R02098;R02099 R02134 R02136 R02184 R02225 R02227 R02237 R02238;R02240 R02245 R02301 R02303 R02324 R02326 R02331 R02402;R02404 R02412 R02420 R02421 R02430 R02439 R02451 R02493;R02575 R02584 R02625 R02626 R02649 R02650 R02658 R02664;R02705 R02732 R02741 R02750 R02757 R02758 R02783 R02786;R02788 R02848 R02865 R02884 R02903 R02927 R02929 R02971;R02976 R02980 R03014 R03018 R03095 R03142 R03150 R03157;R03161 R03182 R03187 R03193 R03236 R03241 R03245 R03272;R03274 R03286 R03298 R03315 R03347 R03361 R03362 R03384;R03387 R03395 R03428 R03429 R03433 R03449 R03469 R03471;R03474 R03478 R03479 R03494 R03516 R03530 R03576 R03607;R03632 R03691 R03744 R03754 R03766 R03770 R03780 R03785;R03819 R03822 R03840 R03877 R03905 R03920 R03939 R03944;R04002 R04023 R04068 R04126 R04138 R04143 R04144 R04208;R04212 R04235 R04241 R04267 R04275 R04358 R04369 R04385;R04388 R04391 R04401 R04403 R04448 R04463 R04504 R04509;R04545 R04555 R04573 R04589 R04591 R04617 R04657 R04730;R04779 R04928 R05030 R05185 R05186 R05197 R05202 R05221;R05224 R05225 R05227 R05328 R05453 R05496 R05626 R05634;R05646 R05661 R05795 R05799 R05800 R05801 R05802 R05803;R05804 R05805 R05806 R05815 R06282 R06367 R06396 R06529;R06531 R06588 R06836 R06974 R06975 R06976 R07127 R07279;R07302 R07404 R07414 R07641 R07642 R07828 R08052 R08124;R08154 R08201 R08217 R08223 R08232 R08233 R08241 R08242;R08323 R08352 R08353 R08354 R08355 R08480 R08515 R08572;R08676 R08844 R08855 R08905 R08906 R08924 R08946 R08962;R08964 R08967 R08968 R09053 R09060 R09084 R09085 R09086;R09087 R09378 R09401 R09588 R09590 R09592 R09593 R09594;R09595 R09596 R09598 R09599 R09640 R09665 R09729 R09767;R09770 R09775 R09776 R09880 R09945 R09946 R09978 R10065;R10093 R10267 R10268 R10288 R10470 R10531 R10548 R10561;R10657 R10677 R10678 R10679 R10693 R10758 R10772 R10779;R10780 R10821 R10822 R10892 R10901 R10902 R10929 R10930;R10941 R10942 R10943 R10944 R10948 R10951 R10953 R10970;R10993 R10994 R11024 R11039 R11064 R11085 R11090 R11183;R11184 R11185 R11207 R11234 R11319 R11400 R11406 R11460;R11461 R11530 R11531 R11535 R11536 R11627 R11628 R11629;R11662 R11673 R11706 R11707 R11783 R11784 R11803 R11891;R11892 R11894 R11895 R11933 R12084,R00002 R00076 R00086 R00104 R00105 R00122 R00123 R00124;R00125 R00126 R00127 R00129 R00130 R00139 R00140 R00141;R00149 R00150 R00156 R00157 R00158 R00162 R00174 R00185;R00187 R00200 R00229 R00239 R00241 R00251 R00253 R00283;R00299 R00315 R00330 R00331 R00332 R00333 R00334 R00341;R00344 R00352 R00405 R00437 R00480 R00482 R00497 R00509;R00512 R00513 R00518 R00530 R00549 R00554 R00570 R00571;R00573 R00575 R00616 R00617 R00722 R00742 R00756 R00760;R00774 R00847 R00866 R00867 R00894 R00910 R00912 R00920;R00942 R00943 R00949 R00964 R01011 R01021 R01050 R01051;R01052 R01053 R01059 R01092 R01121 R01131 R01137 R01150;R01164 R01201 R01228 R01256 R01322 R01326 R01353 R01395;R01417 R01441 R01468 R01476 R01495 R01512 R01514 R01523;R01526 R01541 R01547 R01567 R01568 R01573 R01585 R01600;R01639 R01654 R01665 R01666 R01688 R01724 R01737 R01754;R01771 R01786 R01843 R01844 R01857 R01859 R01881 R01888;R01901 R01902 R01909 R01917 R01926 R01961 R01967 R01980;R01991 R02017 R02071 R02089 R02090 R02093 R02094 R02098;R02099 R02134 R02136 R02184 R02225 R02227 R02237 R02238;R02240 R02245 R02301 R02303 R02324 R02326 R02331 R02402;R02404 R02412 R02420 R02421 R02430 R02439 R02451 R02493;R02575 R02584 R02625 R02626 R02649 R02650 R02658 R02664;R02705 R02732 R02741 R02750 R02757 R02758 R02783 R02786;R02788 R02848 R02865 R02884 R02903 R02927 R02929 R02971;R02976 R02980 R03014 R03018 R03095 R03142 R03150 R03157;R03161 R03182 R03187 R03193 R03236 R03241 R03245 R03272;R03274 R03286 R03298 R03315 R03347 R03361 R03362 R03384;R03387 R03395 R03428 R03429 R03433 R03449 R03469 R03471;R03474 R03478 R03479 R03494 R03516 R03530 R03576 R03607;R03632 R03691 R03744 R03754 R03766 R03770 R03780 R03785;R03819 R03822 R03840 R03877 R03905 R03920 R03939 R03944;R04002 R04023 R04068 R04126 R04138 R04143 R04144 R04208;R04212 R04235 R04241 R04267 R04275 R04358 R04369 R04385;R04388 R04391 R04401 R04403 R04448 R04463 R04504 R04509;R04545 R04555 R04573 R04589 R04591 R04617 R04657 R04730;R04779 R04928 R05030 R05185 R05186 R05197 R05202 R05221;R05224 R05225 R05227 R05328 R05453 R05496 R05626 R05634;R05646 R05661 R05795 R05799 R05800 R05801 R05802 R05803;R05804 R05805 R05806 R05815 R06282 R06367 R06396 R06529;R06531 R06588 R06836 R06974 R06975 R06976 R07127 R07279;R07302 R07404 R07414 R07641 R07642 R07828 R08052 R08124;R08154 R08201 R08217 R08223 R08232 R08233 R08241 R08242;R08323 R08352 R08353 R08354 R08355 R08480 R08515 R08572;R08676 R08844 R08855 R08905 R08906 R08924 R08946 R08962;R08964 R08967 R08968 R09053 R09060 R09084 R09085 R09086;R09087 R09378 R09401 R09588 R09590 R09592 R09593 R09594;R09595 R09596 R09598 R09599 R09640 R09665 R09729 R09767;R09770 R09775 R09776 R09880 R09945 R09946 R09978 R10065;R10093 R10267 R10268 R10288 R10470 R10531 R10548 R10561;R10657 R10677 R10678 R10679 R10693 R10758 R10772 R10779;R10780 R10821 R10822 R10892 R10901 R10902 R10929 R10930;R10941 R10942 R10943 R10944 R10948 R10951 R10953 R10970;R10993 R10994 R11024 R11039 R11064 R11085 R11090 R11183;R11184 R11185 R11207 R11234 R11319 R11400 R11406 R11460;R11461 R11530 R11531 R11535 R11536 R11627 R11628 R11629;R11662 R11673 R11706 R11707 R11783 R11784 R11803 R11891;R11892 R11894 R11895 R11933 R12084,Compounds with biological roles [BR:br08001]; Nucleic acids;  Nucleotides;   Ribonucleotides;    C00008  ADP,CAS: 58-64-0;PubChem: 3310;ChEBI: 16761;ChEMBL: CHEMBL14830;KNApSAcK: C00019353;PDB-CCD: ADP;3DMET: B01130;NIKKAJI: J10.683F
C00504,C19H19N7O6,441.3975,441.1397,One carbon pool by folate;Folate biosynthesis;Biosynthesis of phenylpropanoids;Metabolic pathways;Antifolate resistance;Bile secretion;Vitamin digestion and absorption,Folate;Pteroylglutamic acid;Folic acid,R00937 R00940 R02235 R02236,R00937 R00940 R02235 R02236,Compounds with biological roles [BR:br08001]; Vitamins and Cofactors;  Vitamins;   Water-soluble vitamins;    C00504  Folic acid (Vitamin B9);Anatomical Therapeutic Chemical (ATC) classification [BR:br08303]; B BLOOD AND BLOOD FORMING ORGANS;  B03 ANTIANEMIC PREPARATIONS;   B03B VITAMIN B12 AND FOLIC ACID;    B03BB Folic acid and derivatives;     B03BB01 Folic acid;      D00070  Folic acid (JP17/USP/INN) &lt;JP/US&gt;;Therapeutic category of drugs in Japan [BR:br08301]; 3  Agents affecting metabolism;  31  Vitamins;   313  Vitamin B preparations;    3135  Folic acids;     D00070  Folic acid (JP17/USP/INN);Classification of Japanese OTC drugs [BR:br08313]; Agents for circulatory system and blood;  24 Anemia drugs;   D00070  Folic acid (JP17/USP/INN);Risk category of Japanese OTC drugs [BR:br08312]; Third-class OTC drugs;  Inorganic and organic chemicals;   Folic acid;    D00070  Folic acid (JP17/USP/INN);Drugs listed in the Japanese Pharmacopoeia [BR:br08311]; Chemicals;  D00070  Folic acid;  D00070  Folic acid tablets;  D00070  Folic acid injection,CAS: 59-30-3;PubChem: 3787;ChEBI: 27470;ChEMBL: CHEMBL1622;KNApSAcK: C00001539;PDB-CCD: FOL;3DMET: B01273;NIKKAJI: J1.392G
C00035,C10H15N5O11P2,443.2005,443.0243,Purine metabolism;Metabolic pathways;RNA transport;Ras signaling pathway;Rap1 signaling pathway;Endocytosis,GDP;Guanosine 5'-diphosphate;Guanosine diphosphate,R00328 R00330 R00332 R00335 R00336 R00337 R00394 R00430;R00431 R00432 R00439 R00517 R00883 R00887 R00890 R00968;R01009 R01135 R01517 R02019 R02168 R02405 R02890 R03129;R03378 R03519 R03768 R03769 R03829 R04081 R04082 R04331;R04502 R04553 R04646 R05002 R05106 R05768 R06558 R07257;R07678 R08692 R08858 R08947 R09399 R09400 R09666 R09667;R09733 R09734 R09752 R10439 R11203 R11229 R11497 R11601;R11702 R11703 R11704 R11937 R11938 R12012,R00328 R00330 R00332 R00335 R00336 R00337 R00394 R00430;R00431 R00432 R00439 R00517 R00883 R00887 R00890 R00968;R01009 R01135 R01517 R02019 R02168 R02405 R02890 R03129;R03378 R03519 R03768 R03769 R03829 R04081 R04082 R04331;R04502 R04553 R04646 R05002 R05106 R05768 R06558 R07257;R07678 R08692 R08858 R08947 R09399 R09400 R09666 R09667;R09733 R09734 R09752 R10439 R11203 R11229 R11497 R11601;R11702 R11703 R11704 R11937 R11938 R12012,Compounds with biological roles [BR:br08001]; Nucleic acids;  Nucleotides;   Ribonucleotides;    C00035  GDP,CAS: 146-91-8;PubChem: 3337;ChEBI: 17552;ChEMBL: CHEMBL384759;PDB-CCD: GDP;3DMET: B01135;NIKKAJI: J40.056D
C00101,C19H23N7O6,445.4292,445.171,"Glycine, serine and threonine metabolism;One carbon pool by folate;Methane metabolism;Carbon fixation pathways in prokaryotes;Folate biosynthesis;Aminoacyl-tRNA biosynthesis;Metabolic pathways;Microbial metabolism in diverse environments;Carbon metabolism;Antifolate resistance","Tetrahydrofolate;5,6,7,8-Tetrahydrofolate;Tetrahydrofolic acid;THF;(6S)-Tetrahydrofolate;(6S)-Tetrahydrofolic acid;(6S)-THFA",R00936 R00937 R00939 R00940 R00941 R00942 R00943 R00944;R00945 R00946 R01221 R01225 R01226 R01565 R01669 R02287;R02289 R02573 R02729 R02912 R03189 R03704 R03940 R04125;R04242 R04325 R04326 R04560 R06613 R07660 R08701 R09093;R09270 R09271 R10136 R10243 R10333 R11955 R11956,R00936 R00937 R00939 R00940 R00941 R00942 R00943 R00944;R00945 R00946 R01221 R01225 R01226 R01565 R01669 R02287;R02289 R02573 R02729 R02912 R03189 R03704 R03940 R04125;R04242 R04325 R04326 R04560 R06613 R07660 R08701 R09093;R09270 R09271 R10136 R10243 R10333 R11955 R11956,Compounds with biological roles [BR:br08001]; Vitamins and Cofactors;  Cofactors;   Coenzymes;    C00101  THF,CAS: 135-16-0;PubChem: 3401;ChEBI: 15635 20506;ChEMBL: CHEMBL2021342;KNApSAcK: C00007249;PDB-CCD: THG;3DMET: B04633;NIKKAJI: J184.393A
C18043,C27H46O4S,466.7167,466.3117,Steroid hormone biosynthesis,Cholesterol sulfate;Cholest-5-en-3beta-ol sulfate,R08941 R08977,R08941 R08977,,CAS: 1256-86-6;PubChem: 96024263;ChEBI: 41321;ChEMBL: CHEMBL1231592;PDB-CCD: C3S;NIKKAJI: J324.075D
C00459,C10H17N2O14P3,482.1683,481.9893,Pyrimidine metabolism;Metabolic pathways,dTTP;Deoxythymidine triphosphate;Deoxythymidine 5'-triphosphate;TTP,R00378 R02093 R02095 R02096 R02097 R02328 R02329 R11323,R00378 R02093 R02095 R02096 R02097 R02328 R02329 R11323,Compounds with biological roles [BR:br08001]; Nucleic acids;  Nucleotides;   Deoxyribonucleotides;    C00459  dTTP,PubChem: 3743;ChEBI: 18077;ChEMBL: CHEMBL363559;PDB-CCD: TTP;3DMET: B01249;NIKKAJI: J193.870C
C00063,C9H16N3O14P3,483.1563,482.9845,Pyrimidine metabolism;Mannose type O-glycan biosynthesis;Metabolic pathways,CTP;Cytidine 5'-triphosphate;Cytidine triphosphate,R00442 R00515 R00568 R00569 R00570 R00571 R00572 R00573;R00574 R00767 R00856 R00956 R01018 R01117 R01799 R01890;R02022 R02038 R02590 R02599 R02921 R03237 R03351 R03375;R04215 R04231 R04247 R05633 R08574 R08867 R08966 R09382;R09383 R09384 R09669 R09843 R09849 R09850 R09944 R10182;R10659 R11396 R11441 R11582 R11636,R00442 R00515 R00568 R00569 R00570 R00571 R00572 R00573;R00574 R00767 R00856 R00956 R01018 R01117 R01799 R01890;R02022 R02038 R02590 R02599 R02921 R03237 R03351 R03375;R04215 R04231 R04247 R05633 R08574 R08867 R08966 R09382;R09383 R09384 R09669 R09843 R09849 R09850 R09944 R10182;R10659 R11396 R11441 R11582 R11636,Compounds with biological roles [BR:br08001]; Nucleic acids;  Nucleotides;   Ribonucleotides;    C00063  CTP; Vitamins and Cofactors;  Cofactors;   Coenzymes;    C00063  CTP,CAS: 65-47-4;PubChem: 3363;ChEBI: 17677;ChEMBL: CHEMBL223533;KNApSAcK: C00019639;PDB-CCD: CTP;3DMET: B01144;NIKKAJI: J213.552C
C00075,C9H15N2O15P3,484.1411,483.9685,Pyrimidine metabolism;Metabolic pathways;Neuroactive ligand-receptor interaction,UTP;Uridine 5'-triphosphate;Uridine triphosphate,R00156 R00157 R00159 R00289 R00416 R00443 R00502 R00516;R00568 R00571 R00573 R00659 R00662 R00769 R00967 R00969;R01381 R01471 R02023 R02634 R03077 R03238 R04733 R08845;R10183 R11025 R11635,R00156 R00157 R00159 R00289 R00416 R00443 R00502 R00516;R00568 R00571 R00573 R00659 R00662 R00769 R00967 R00969;R01381 R01471 R02023 R02634 R03077 R03238 R04733 R08845;R10183 R11025 R11635,Compounds with biological roles [BR:br08001]; Nucleic acids;  Nucleotides;   Ribonucleotides;    C00075  UTP,CAS: 63-39-8;PubChem: 3375;ChEBI: 15713;ChEMBL: CHEMBL336296;PDB-CCD: UTP;3DMET: B01149;NIKKAJI: J4.827E
C00307,C14H26N4O11P2,488.324,488.1073,Glycerophospholipid metabolism;Metabolic pathways;Choline metabolism in cancer,CDP-choline;Cytidine 5'-diphosphocholine;Citicoline,R01321 R01890 R01891 R01929 R03110 R04321 R07389 R09538,R01321 R01890 R01891 R01929 R03110 R04321 R07389 R09538,"Anatomical Therapeutic Chemical (ATC) classification [BR:br08303]; N NERVOUS SYSTEM;  N06 PSYCHOANALEPTICS;   N06B PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS;    N06BX Other psychostimulants and nootropics;     N06BX06 Citicoline;      D00057  Citicoline (JP17/INN) &lt;JP&gt;;Therapeutic category of drugs in Japan [BR:br08301]; 1  Agents affecting nervous system and sensory organs;  11  Agents affecting central nervous system;   119  Miscellaneous;    1190  Miscellaneous;     D00057  Citicoline (JP17/INN); 2  Agents affecting individual organs;  21  Cardiovascular agents;   219  Miscellaneous;    2190  Miscellaneous;     D00057  Citicoline (JP17/INN);  23  Digestive organ agents;   239  Miscellaneous;    2399  Others;     D00057  Citicoline (JP17/INN);Drugs listed in the Japanese Pharmacopoeia [BR:br08311]; Chemicals;  D00057  Citicoline",CAS: 987-78-0;PubChem: 3601;ChEBI: 16436;ChEMBL: CHEMBL1231700 CHEMBL1618340;KNApSAcK: C00007231;PDB-CCD: CDC;3DMET: B01213;NIKKAJI: J55.713G
C00131,C10H16N5O12P3,491.1816,491.0008,Purine metabolism;Metabolic pathways,dATP;2'-Deoxyadenosine 5'-triphosphate;Deoxyadenosine 5'-triphosphate;Deoxyadenosine triphosphate,R00375 R01137 R01138 R01139 R01140 R01330 R01548 R01549;R01965 R02014 R02850 R02868 R03904 R11634,R00375 R01137 R01138 R01139 R01140 R01330 R01548 R01549;R01965 R02014 R02850 R02868 R03904 R11634,Compounds with biological roles [BR:br08001]; Nucleic acids;  Nucleotides;   Deoxyribonucleotides;    C00131  dATP,CAS: 1927-31-7;PubChem: 3431;ChEBI: 16284;ChEMBL: CHEMBL335538;PDB-CCD: DTP;3DMET: B01169;NIKKAJI: J90.479A
